ID,Experiment,Replicate,Phase,Site,SeedsSown,SeedsGerminated,GermProportion,Soil,Containment,Watering,Microtopography,SeedSource,SoilOrganicMatter,SoilBulkDensity,SoilVWaterContent,Elevation,MonthPrecipitation
54,Summer23,54,Phase2,Hester,50,0,0,PeatPot,PeatPot,Watered Every Other,Flat,Hester,2.063789869,1.471325252,0.03849349211,-0.66529,0.2
55,Summer23,55,Phase2,Hester,50,0,0,PottingSoil,None,Watered Every Other,Flat,Hester,3.92051983,1.651624733,0.05772788948,-0.66529,0.2
56,Summer23,56,Phase2,Hester,50,0,0,Compost,None,Watered Every Other,Flat,Hester,3.92051983,1.651624733,0.05772788948,-0.66529,0.2
57,Summer23,57,Phase2,Hester,50,0,0,Ambient,None,Watered Every Other,Flat,Hester,2.94733929,1.673118061,0.07579908676,-0.66529,0.2
58,Summer23,58,Phase2,Hester,50,0,0,PeatPot,PeatPot,Watered Every Other,Flat,Hester,2.94733929,1.673118061,0.07579908676,-0.66529,0.2
59,Summer23,59,Phase2,Hester,50,0,0,PottingSoil,None,Watered Every Other,Flat,Hester,2.811821207,1.285219517,0.02243005469,-0.66528,0.2
60,Summer23,60,Phase2,Hester,50,0,0,Compost,None,Watered Every Other,Flat,Hester,2.811821207,1.285219517,0.02243005469,-0.66528,0.2
61,Summer23,61,Phase2,Hester,50,0,0,Ambient,None,Watered Every Other,Flat,Hester,2.740293561,2.02872568,0.05744125326,-0.66528,0.2
62,Summer23,62,Phase2,Hester,50,0,0,PeatPot,PeatPot,Watered Every Other,Flat,Hester,2.740293561,2.02872568,0.05744125326,-0.66528,0.2
63,Summer23,63,Phase2,Hester,50,0,0,PottingSoil,None,Watered Every Other,Flat,Hester,3.761024182,3.488642151,0.064879701,-0.66528,0.2
64,Summer23,64,Phase2,Hester,50,0,0,Compost,None,Watered Every Other,Flat,Hester,3.761024182,3.488642151,0.064879701,-0.66528,0.2
65,Winter24,101,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
66,Winter24,102,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
67,Winter24,103,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
68,Winter24,104,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
69,Winter24,105,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
70,Winter24,106,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
71,Winter24,113,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
72,Winter24,114,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
73,Winter24,115,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
74,Winter24,116,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
75,Winter24,117,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
76,Winter24,118,Phase2,Hester,120,0,0,YampahMud,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
77,Winter24,125,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
78,Winter24,126,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
79,Winter24,127,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
80,Winter24,128,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
81,Winter24,129,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
82,Winter24,130,Phase2,Hester,120,0,0,Coir,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
83,Winter24,131,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
84,Winter24,132,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
85,Winter24,133,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
86,Winter24,134,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
87,Winter24,135,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
88,Winter24,136,Phase2,Hester,120,0,0,PottingSoil,GermPaper,None,Flat,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
89,Winter24,137,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
90,Winter24,138,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
91,Winter24,139,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
92,Winter24,140,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
93,Winter24,141,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
94,Winter24,142,Phase2,Hester,120,0,0,Ambient,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
95,Winter24,143,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.5107,5.05
96,Winter24,144,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
97,Winter24,145,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
98,Winter24,146,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
99,Winter24,147,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
100,Winter24,148,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
101,Winter24,149,Phase2,Hester,120,3,0.025,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51079,5.05
102,Winter24,150,Phase2,Hester,120,5,0.04166666667,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
103,Winter24,151,Phase2,Hester,120,7,0.05833333333,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
104,Winter24,152,Phase2,Hester,120,6,0.05,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
105,Winter24,153,Phase2,Hester,120,6,0.05,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
106,Winter24,154,Phase2,Hester,120,0,0,PottingSoil,None,None,Furrow,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
107,Winter24,155,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
108,Winter24,156,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51074,5.05
109,Winter24,157,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
110,Winter24,158,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
111,Winter24,159,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
112,Winter24,160,Phase2,Hester,120,0,0,PottingSoil,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
113,Winter24,173,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
114,Winter24,174,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
115,Winter24,175,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
116,Winter24,176,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
117,Winter24,177,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
118,Winter24,178,Phase2,Hester,120,0,0,Ambient,None,None,Ridge,Hester,7.576916289,0.07718158591,0.05904059041,-0.51076,5.05
119,Winter26Transplant,1,NA,Estrada,122,37,0.3032786885,Ambient,Ground,None,Flat,Estrada,59.21432155,0.1382098879,0.4803344973,-0.51076,0.99
120,Winter26Transplant,2,NA,Estrada,122,35,0.2868852459,Ambient,Ground,None,Flat,Estrada,59.21432155,0.1382098879,0.4803344973,-0.51076,0.99
121,Winter26Transplant,3,NA,Estrada,122,75,0.6147540984,Ambient,Ground,None,Flat,Estrada,59.21432155,0.1382098879,0.4803344973,-0.51076,0.99
122,Winter26Transplant,4,NA,Estrada,122,3,0.02459016393,Ambient,Ground,None,Flat,Estrada,59.21432155,0.1382098879,0.4803344973,-0.51076,0.99
123,Winter26Transplant,5,NA,Estrada,122,7,0.05737704918,Ambient,Ground,None,Flat,Estrada,59.21432155,0.1382098879,0.4803344973,-0.51076,0.99
124,Winter26Transplant,6,NA,Estrada,122,0,0,Ambient,Ground,None,Flat,Estrada,59.21432155,0.08178643632,0.5005146113,-0.51076,0.99
125,Winter26Transplant,7,NA,Estrada,122,36,0.2950819672,Ambient,Ground,None,Flat,Estrada,59.21432155,0.08178643632,0.5005146113,-0.51076,0.99
126,Winter26Transplant,8,NA,Estrada,122,7,0.05737704918,Ambient,Ground,None,Flat,Estrada,59.21432155,0.08178643632,0.5005146113,-0.51076,0.99
127,Winter26Transplant,9,NA,Estrada,122,0,0,Ambient,Ground,None,Flat,Estrada,59.21432155,0.08178643632,0.5005146113,-0.51076,0.99
128,Winter26Transplant,10,NA,Estrada,122,5,0.04098360656,Ambient,Ground,None,Flat,Estrada,59.21432155,0.08178643632,0.5005146113,-0.51076,0.99
129,Winter26Transplant,11,NA,Estrada,92,1,0.01086956522,Ambient,Ground,None,Flat,Hester,59.21432155,0.1501562213,0.5243245727,-0.51078,0.99
130,Winter26Transplant,12,NA,Estrada,92,2,0.02173913043,Ambient,Ground,None,Flat,Hester,59.21432155,0.1501562213,0.5243245727,-0.51078,0.99
131,Winter26Transplant,13,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.1501562213,0.5243245727,-0.51078,0.99
132,Winter26Transplant,14,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.1501562213,0.5243245727,-0.51078,0.99
133,Winter26Transplant,15,NA,Estrada,92,1,0.01086956522,Ambient,Ground,None,Flat,Hester,59.21432155,0.1501562213,0.5243245727,-0.51078,0.99
134,Winter26Transplant,16,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.168351406,0.4157140232,-0.51078,0.99
135,Winter26Transplant,17,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.168351406,0.4157140232,-0.51078,0.99
136,Winter26Transplant,18,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.168351406,0.4157140232,-0.51078,0.99
137,Winter26Transplant,19,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.168351406,0.4157140232,-0.51076,0.99
138,Winter26Transplant,20,NA,Estrada,92,0,0,Ambient,Ground,None,Flat,Hester,59.21432155,0.168351406,0.4157140232,-0.51076,0.99
139,Winter26Transplant,21,NA,Estrada,101,1,0.009900990099,Ambient,Ground,None,Flat,SharkFlat,22.7059064,0.6471236905,0.557581327,-0.51076,0.99
140,Winter26Transplant,22,NA,Estrada,101,4,0.0396039604,Ambient,Ground,None,Flat,SharkFlat,22.7059064,0.6471236905,0.557581327,-0.51076,0.99
141,Winter26Transplant,23,NA,Estrada,101,0,0,Ambient,Ground,None,Flat,SharkFlat,22.7059064,0.6471236905,0.557581327,-0.51076,0.99
142,Winter26Transplant,24,NA,Estrada,101,3,0.0297029703,Ambient,Ground,None,Flat,SharkFlat,22.7059064,0.6471236905,0.557581327,-0.51076,0.99
143,Winter26Transplant,25,NA,Estrada,101,0,0,Ambient,Ground,None,Flat,SharkFlat,22.7059064,0.6471236905,0.557581327,-0.51076,0.99
144,Winter26Transplant,26,NA,Estrada,101,3,0.0297029703,Ambient,Ground,None,Flat,SharkFlat,47.5628567,0.2306561294,0.4742565705,-0.51076,0.99
145,Winter26Transplant,27,NA,Estrada,101,2,0.0198019802,Ambient,Ground,None,Flat,SharkFlat,47.5628567,0.2306561294,0.4742565705,-0.51076,0.99
146,Winter26Transplant,28,NA,Estrada,101,4,0.0396039604,Ambient,Ground,None,Flat,SharkFlat,47.5628567,0.2306561294,0.4742565705,-0.51076,0.99
147,Winter26Transplant,29,NA,Estrada,101,2,0.0198019802,Ambient,Ground,None,Flat,SharkFlat,47.5628567,0.2306561294,0.4742565705,-0.51076,0.99
148,Winter26Transplant,30,NA,Estrada,101,4,0.0396039604,Ambient,Ground,None,Flat,SharkFlat,47.5628567,0.2306561294,0.4742565705,-0.51076,0.99
149,Winter26Transplant,41,Phase2,Hester,122,1,0.008196721311,Ambient,Ground,None,Flat,Estrada,1.987210542,1.547325859,0.3384506525,-0.73782,0.99
150,Winter26Transplant,42,Phase2,Hester,122,0,0,Ambient,Ground,None,Flat,Estrada,1.987210542,1.547325859,0.3384506525,-0.73782,0.99
151,Winter26Transplant,43,Phase2,Hester,122,1,0.008196721311,Ambient,Ground,None,Flat,Estrada,1.987210542,1.547325859,0.3384506525,-0.73782,0.99
152,Winter26Transplant,44,Phase2,Hester,122,1,0.008196721311,Ambient,Ground,None,Flat,Estrada,1.987210542,1.547325859,0.3384506525,-0.73782,0.99
153,Winter26Transplant,45,Phase2,Hester,122,3,0.02459016393,Ambient,Ground,None,Flat,Estrada,1.987210542,1.547325859,0.3384506525,-0.73782,0.99
154,Winter26Transplant,46,Phase2,Hester,122,,0,Ambient,Ground,None,Flat,Estrada,2.264717661,1.464620474,0.2593677633,-0.73782,0.99
155,Winter26Transplant,47,Phase2,Hester,122,1,0.008196721311,Ambient,Ground,None,Flat,Estrada,2.264717661,1.464620474,0.2593677633,-0.73782,0.99
156,Winter26Transplant,48,Phase2,Hester,122,1,0.008196721311,Ambient,Ground,None,Flat,Estrada,2.264717661,1.464620474,0.2593677633,-0.73782,0.99
157,Winter26Transplant,49,Phase2,Hester,122,2,0.01639344262,Ambient,Ground,None,Flat,Estrada,2.264717661,1.464620474,0.2593677633,-0.73782,0.99
158,Winter26Transplant,50,Phase2,Hester,122,0,0,Ambient,Ground,None,Flat,Estrada,2.264717661,1.464620474,0.2593677633,-0.73782,0.99
159,Winter26Transplant,51,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.608316486,1.585554126,0.2285057894,-0.51076,0.99
160,Winter26Transplant,52,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.608316486,1.585554126,0.2285057894,-0.51076,0.99
161,Winter26Transplant,53,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.608316486,1.585554126,0.2285057894,-0.51076,0.99
162,Winter26Transplant,54,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.608316486,1.585554126,0.2285057894,-0.51076,0.99
163,Winter26Transplant,55,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.608316486,1.585554126,0.2285057894,-0.51076,0.99
164,Winter26Transplant,56,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.311562949,1.573791582,0.2140782944,-0.51076,0.99
165,Winter26Transplant,57,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.311562949,1.573791582,0.2140782944,-0.51076,0.99
166,Winter26Transplant,58,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.311562949,1.573791582,0.2140782944,-0.51076,0.99
167,Winter26Transplant,59,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.311562949,1.573791582,0.2140782944,-0.51076,0.99
168,Winter26Transplant,60,Phase2,Hester,92,0,0,Ambient,Ground,None,Flat,Hester,2.311562949,1.573791582,0.2140782944,-0.51076,0.99
169,Winter26Transplant,61,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,3.017840823,1.485204926,0.2112479324,-0.51076,0.99
170,Winter26Transplant,62,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,3.017840823,1.485204926,0.2112479324,-0.51076,0.99
171,Winter26Transplant,63,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,3.017840823,1.485204926,0.2112479324,-0.51076,0.99
172,Winter26Transplant,64,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,3.017840823,1.485204926,0.2112479324,-0.51076,0.99
173,Winter26Transplant,65,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,3.017840823,1.485204926,0.2112479324,-0.51076,0.99
174,Winter26Transplant,66,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,1.814148137,1.489615879,0.2359272193,-0.51076,0.99
175,Winter26Transplant,67,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,1.814148137,1.489615879,0.2359272193,-0.51076,0.99
176,Winter26Transplant,68,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,1.814148137,1.489615879,0.2359272193,-0.51076,0.99
177,Winter26Transplant,69,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,1.814148137,1.489615879,0.2359272193,-0.51076,0.99
178,Winter26Transplant,70,Phase2,Hester,101,0,0,Ambient,Ground,None,Flat,SharkFlat,1.814148137,1.489615879,0.2359272193,-0.51076,0.99
